Text,Polarity,With Emoji
"Medyo di maganda print, parang ang dali matanggal ",0,0
Di naman oversize palpak naman to. Oversize ung manggas lang hindi ung dami umay,0,0
Ano Yan iba Yung order ko dreamer gagi tulog na kayo mga wala ata kayong tulog sobrang tagal na nga nag anatay wala pang kwneta dadating sayo umay sainyo,0,0
Sakristan yarn? Sobrang sikip sa leeg tapos ang haba ng manggas ,0,0
sira na yung design sa likod pag dating,0,0
"I received incomplete parcel, asked for a refund pero naitapon yung plastic kaya hindi nairefund. Next time double check the orders before sending it out. Also sa mga future buyers, take a video while opening your parcel.   sobrang haba ng sleeves, kelangan pang itupi.",0,0
unresponsive ang seller. print on shirt wasnt also great.,2,0
Wala manlang kahit na anong update? Wala manlang nag chat na hindi pala available order ko basta niyo nalang papalitan ng bago? Hindi manlang ako ininform? Almost 400 worth ng order ko ganyan kayo mag trato ng costumer niyo? Napaka basura hindi nalang nag cancel order pinag pilitan talaga ang shipm,0,0
"oversize ung sleeves. pero ung length nya bitin kaya di pa tlaga sya oversized. pang babae lang tlaga, not recommended. sorry.",1,0
Bat naman po ganon in order ko is XL dinating sakin Large why naman po? Naliliitan po aki eh,0,0
"wrong size, wrong design.",0,0
Pangit yung tela nya.kala ko ang ganda.tapos yung white daming dumi.mainit yung tela,0,0
cheap quality,0,0
Ayos na sana eh pero mali ung order na binigay nyo sabi nyo sa letter na out of stock ung gusto ko ayos lng sana kung chinat nyoko para napalitan ko ng gusto ko hindi yung kayo nalanag namili ng shirt na hindi nyo alam kung gusto ko kase sayang pera ko e hindi ko nmn gusto ung damit,0,0
Malaki,0,0
kawawa,2,0
Yung tela mainit tapos yung print naman minadali kaya sira sira yung akin,0,0
"Sana double check nyo muna bago kayo magdeliver. Hays! Sayang pera ko sainyo, punit at ang panget ng pagkaprint. Sobrang nakakadismaya. Di na ako makakaulit. ",0,0
Kumatas yung tela ng black. Nagka stain/nahawa ang ibang damit. ,0,0
nakakahiya ipang porma! panget ng print tas hindi pa nag rereply si seller sa mga chat ko 1 star lang bibigay ko kung pwede pang 0 star yun nalang bibigyas ko.  sagwa panget may butas butas pa hindi ko alam kung ayun ung design nya. panget!!!! tas tagal tagal dumating,0,0
"Seller bakit isa lng yung dumating dalawa yung inorder ko, wag na po kayong umorder dito isa lng yung dumating sa akin ehh dalawa ang pinagbayaran ko ",0,0
"Patay gutom yung seller! Malasin ka sana habambuhay! walang kwenta Pangit ng item di okay sizing loose shirt pero di naman okay compare sa ibang nabibili ko, pangit din print nagdikit dikit sa pagkatupi.Di bagay ung size ng print kasi mas maliit. Maliit din ung sa leeg.",0,0
Tangina kulang na lang di ako makahinga sa liit ng butas dun sa leeg na part. Tapos incorrect yung size. Di legit size chart,0,0
Sobrang nalalalumo ahahahha ang ganda ng quality ng damit pero ang pangit ng printing,2,0
Subrang lalaki ng sizes .,0,0
butas butas yung print ??,0,0
Poor customer service ,0,0
Honest review i really hate the print hindi pulido pag kaka print and feeling ko once ko lng malaba ma wawash off yung print nya and yung sleeves nya sobrang konti nlng long-sleeved na tyaka medyo manipis din yung tela sana nakinig nlng ako sa ibang reviews dito btw buy at your own risk.,0,0
Pangit nagdidikit dikit yung print tas pag tinanggal mo wala na sira na. Nireklamo ko na kay seller. Binigyan naman nila ako ng discount on my next purchase pero di ko naman magagamit kasi wala nang next purchase. Pangit naman. Sorry ha very disappointing lang kasi.,0,0
Xl na binili para oversized pero ang malaki pang yung sleeves. Yung haba ng shirt parang naging normal shirt lang. Waste of money.,0,0
Mali po ung binigay ng seller po ...  saka print nila manipis lang,0,0
"2 star lang kasi bakit yung pintura ganun, masyadong dikit dikit pa yung mga pintura, nakakatamad lang ba umorder ulit, basa pa yung pintura kaya nag ka butas butas saka dikit dikit malala, ang panget ng natanggap kong item, pero mabait yung delivery boy, kaso panget na ng tshirt na dumating.",0,0
Sobrang haba ng sleeve parang kapote na.,0,0
"I ordered a terno in gray but the seller told me na last stock na sadly it has a damage. They said that it is a store policy that in cases like this what they do is change the item or change its color. I got red terno. They add a token but look how they put it inside the plastic, basta lang binutas",0,0
"The ""yinyang"" that i ordered was replaced with ""the future"" I'm very disappointed",0,0
"My 2nd order, di ko nagustuhan yung pinalit nilang shirt. Nextime ipakita muna sa buyer yung design na ipapalit. Ang pangit nung binigay na design sakin. Disappointed ako. Feeling ko sayang pera.",0,0
"Yung pagkakaprint magaspang, wag naman sana yung ilang beses palang malabhan magtatanggalan na kahit i hand wash kse parang eto yung pag nabasa lumalambot yung print nadudurog.Nag try lang ako kala ko kse kapareho lang ng print nung inoorderan ko.Pero okay naman yung size tsaka makapal ang tela. Ty",1,0
Manipis,0,0
or me bumaba yung quality ng tela ng shirt compare sa mga unang nabili ko . Before double yung tahi and naninipisan nako sa tela. Nagdadalawang isip tuloy ako kung tuloy ko pa icollect yung ibang design haaay ðŸ˜žðŸ˜žðŸ˜ž,0,0
Di ako na inform sobrang laki pala ng XL kala mong xxl na ,0,0
Hindi ko masyado gusto ko kasi masyado mataas neck collar parang nakakasakal,0,0
Malaki masyado yung balikat niya mahaba!,1,0
Super laki nung dumating super laki nga idk sino magsusuot dahil super laki talaga as in not unlike sa mga xl na inoorder ko,0,0
parang dinugtong lang yung manggas para mag mukang oversize hahaha,0,0
Not worth it,0,0
"Ang panget ng tela, ka disappoint dzai. Ano bang size yung makapal yung tela seller? Yung small nyo kase manipis ih.",0,0
Mali ako pili ng size malaki yujh XL sayang ganda design e,0,0
Ang lake dzaii PARANG kapre mag susuot,0,0
Pangatlong bili ko na dito kaso nadisappoint ako this time kasi di man lang nagsabi na di pala available yung design na napili ko. Nagdesisyon sila agad na palitan ng design ng walang abiso. Ending binigay sakin katulad nung Una kong nabili. Sayang pera.,0,0
Mainit.,0,0
"Di maganda yung print sa likod tas halatang halata syang madumi siguro ilang labahan lang to matatangal na yung print, ok yung shirt pero yung print lang",1,0
Mga Bossing ginawa niyo naman akong sakristan sa haba ng manggas neto di niyo pa gonawang long sleeve gusto ko sana yung design kaso kakadismaya sa haba ng tela neto,1,0
Medium pero Large binigay,1,0
Yung sleeve nya ang oversize.,0,0
Di namn to yung design ng t-shirt na inorder ko/this is not exact design of my order. â˜¹ï¸ðŸ˜¢,0,0
Sobrang bait talaga ng mga nagdedeliver kaso nga lang yung product hindi ito yung ineexpect ko eh they did not hit my expectations.,0,0
poor quality of design,0,0
Wrong item. Pinalitan ng ibang design and kulay due to system glitch daw. Pinalitan ng white. I don't wear white. Sana nag message muna si seller para makapamili ng ibang design. Meron din kasamang keychain as token.,0,0
"bakit ganun ang tela iba yata , kesa sa una kong naorder ... unang order ko ang ganda ng tela pero bat ngauun iba ang nipisnat mukhang madaling matanggal ang print ,hahahhaha",1,0
Hindi ko gusto. baclaran,0,0
liit ng size di tugma sa sizing,0,0
"Isa lang sa damit yung tamang pinadala, so dissapointed",0,0
Langya yan ang ganda sana bitin lng yung haba ehh oversized daw bitin naman partida xl nayun pede ba ibalik yun langya yan,2,0
Ibang design yung dumating ðŸ˜”,0,0
natatanggal yung print sa shirt nag babakbak,0,0
"Eto yung tshirt na bawal labhan,  natatanggal print agad",0,0
ang banas ng tela hayssðŸ¤§,0,0
order small but the size of this is like XL it's too big :(( but the good thing is i order this yesterday and it came today.,0,0
mainit tela oversized pero bitin ,1,0
liit ng butas ng neck nya huhu,0,0
Ang haba ng mangas,2,0
I received the wrong item pero ok lang andyan naman ang twice ðŸ˜ naneun alcohor free gundae chirrae!! Masshinggae nanneo chamunnea,1,0
1 star kasi naasar ako dun sa seller! Dito pati samin! Nakakaasar yung mga nagdedeliver hapon na bago dumating! Buti payung lazada! 9 am palang dinideliver na!  yung damit! Parang tela ng manila,0,0
2 item yung inorder ko pero iisa lang ang dumating.akala ko manipis lang yung tela nung damit kasi ung oackaging nya tlgang aakalain mo na manipos yung tela kasi 2 yung binili ko then pag bukas ko ng package ayun 1 lang pla yung laman.1st time ko pa naman bumili sa store na ito then ganito ang exp.,0,0
XL order ko S dumating sakin.. wag kayo oorder dito! Loloko seller!,0,0
"Im so dissapointed po. Kasi wrong size po nadeliver saken .Ilang beses na ko nag.order dito dahil sobrang ganda ng damit at recommended talaga. Tapos nadissapoint lang ako kasi mali ung size napadala saken, Ang mahal mahal ng binayad ko tapos wrong size lang napadala saken.",2,0
Habang tumatagal pataas ng pataas yung price nila from 119 to 149 pamahal kayo ng pamahal dipa maayos kausap seller wag na kayo bumili dito next time tataas nanaman price niyan! 119 lang yan muramura lang naman ng tela!,0,0
Diko narecieve yung item Ko kasi iba yung tao naka Receive ðŸ˜¡ðŸ¤¬,0,0
"Ang tagal na nga dumating, mali pa yung size na diniliver. Sinabihan ko naman YUNG seller na mag chat bagO i ship out. TATLONG MEDIUM NA SIZE ANG ORDER KO,YUNG DUMATING 3 LARGE. ANO YAN PALADESISYON. NOT RECOMMENDED.",0,0
Sobra nipis ng tela ðŸ˜‘,0,0
â€¼ï¸â€¼ï¸WRONG SIZE AND WRONG COLORâ€¼ï¸â€¼ï¸,0,0
Garbe Naman paki check Naman po Yung quality po ng damit Kung may sira ba o Wala hay Nako garbe Ang laki ng butas!,0,0
Ang bagal ng deliver,0,0
Isa Lang inorder ko. Pero dalawa dumating. Ayusin mo Naman! Na doble bayad ko.,0,0
Wag kayong bumili dito 24 lang legth ng small pero naka lagay sa chart 26 daw amp subraang liit,0,0
wrong model tama naman clay and medium pero hindi oversized sana sinabi muna na papalitan magkaiba kasi ng price yan eh binigay sakin round neck shirt refund please hindi sapat voucher pangalawang beses na to nung una pinaltan din order ko dahil walang ganon color pero hinayaan ko nalang.,0,0
I got the wrong colors and they're definitely not oversized shirts. ðŸ˜¡,0,0
Sobrang laki ng xl akala ko same length dun sa size chart pero nung pagdating sobrang laki pala hmp,0,0
"They have this thing called AUTO REPLACE POLICYâ€¼ï¸ Malalaman mo lang na pinalitan pala, pag nasa iyo na yung item. Wag ka mabahala! Wala silang time i-update ka about the item BUT maglalagay sila ng keychain pampalubag loob.",0,0
Wrong color,0,0
Wrong size Yung white..then bibigyan ka nila ng offer na voucher pero Yung voucher Hindi magamit for your next purchased.,0,0
Wrong SIZE!!!!!,0,0
I'm so disappointed... I ordered 3 different colors but received 1 color...imagine 3 t-shirts with 1 color... u did send us freebie a key chain to compensate ur mistakes...,0,0
I bought khaki pero rusty nnmn ung dumating. So disappointing,1,0
Hindi maganda. Hindi siya dark brown more on red brown to dami ko na na try na brand na dark brown eto lang ang mapula. Wala ding palette instead eyebrow shaper ang nandito. Sobrang daming napupump tapos hindi na maibalik sa lalagyan kaya sayang. ,0,0
"This is the first time I bought on your store but unfortunately i received a product that doesnt work. The pump of your tinted brow gel is not working. I need i refund for this item. How can i use it, if its not working. So disappointed on your product. I need refund.",0,0
Not working po yung pump. Wala man lumalabas n gel.,0,0
"Kakareceived kolang ngayon nakaioang pump nako ayaw tlaga lumabas ng product, ayaw pa sumagot nung seller nakakainis namn! ",0,0
Nawala ng rider yung parcel koðŸ¥º panu kaya yun?,0,0
damage yung eyebrow brush.. yun sana ang pinakaimportante.. wala din silang reply.. Customer service sucks big time! sasabihin lang nila na computer system daw sila,0,0
Items are used. Yung brushes may mga natirang tint mismo then yung sa bottle ng item halatang napump na siya.,1,0
"second time to order but this time kulang ang items. isang brush lang instead of two kasama ng eyebrow gel, yung importante pang brush tip ang wala. :(",0,0
"I was excited to try it... But I ended up with a dry item... It just made me sad... I tried to shake it, to push the pump but there's really none inside... Wasted my money on this but still thanks for the brushes with it and the pan... Those I can still use...",1,0
Delivery took a very long time. Order was placed last Feb. 21. It was delivered March 9. -Ewan ko lang pero parang may kulang na takip para sa shaping brush. -Ok naman yung nagdeliver. Ang tagal lang dumating. ,1,0
One star lng kasi ang order ko kasi ay #2 dark brown pero ang dumating is blonde #6 kaya very disappointed po akoðŸ˜¥,0,0
Nakaka lungkot naman kasi expacted ko na may taotlo akong sponge na free gaya ng nasa picture pero sad to say walaa talaga huhuhuhuhuhhu tapos akala ko malalaki yung mga ito hindi pala hehehehehehehe pero excited nako gamitin ang mga ito para sa mga mimakeupan ko hihihihihihihi will order again. Tha,0,0
Pls.send my order! U just send one item! Its been a month!! ,0,0
Natangap ko na Yung order. Tapos pagbukas ko sobra liit. At sinubukan ko naman agad kaso Lang. Bigla ako nagulat hahaha..akala ko ba long lasting??? Bakit na buburaðŸ˜’ðŸ¤¨ at saka akala ko ba may free. Yung pala at Wala.,0,0
"Seller yan ung pinadala mo.anong gagawin ko dito tuyo parang pintora walang silbi,walang pakinabangðŸ˜¡ðŸ˜¡ nagbyad ako ng tama tapos hindi ko rin magagamit anong gagawin ko dito.ikaw kaya nasa sitwastyon ko dba.dbale sna kong mapakinabangan kaso hindi eh .wag nyo lukohin mga buyer nyo ng hindi madalaðŸ˜ ",0,0
Brushes should have 1 for filling and 1 for shaping. I received 2 for filling brushes and no shaping brush. Disappointing! ,0,0
Hindi waterproof scam kahit mura lang sha sana di nyo nilagay na waterproof,0,0
've rated u 1 star because the is i received was not may order..my order was dark grey but send send dark brown..!!!be responsible and honest for being a seller..im so dis appointed!!!,0,0
"Ang tagal hinintay tapos pagdating sakin ayaw gumana ng pump. Sala kasi yung pinaka-straw sa loob or idk what u call that thing, lol. Sayang :(",0,0
Bakit gnon tagal kong hinitay . 12:12 ko to binili so my discount pa dmi ko. Nabili sknila napaka panget napaka liit lng kala mo laruan nakaka inis ndi worth the price . Nxt time d na ko oorder dito nakak disappoint,0,0
nasira agad yung metal hindi rin lumalabas yung brow gel kahit anong pump ko. ,0,0
its only empty bottle.try to contact seller but too late to responding. ,0,0
How come the courrier asked for COD when I already paid the product even before it was shipped?!! ,1,0
my package was opened already when i received it. and it doesnt have my order ðŸ˜° the package is empty. ,0,0
Napakatagal ng delivery. Para kang umorder sa ali ðŸ˜‘,0,0
"Wala brush , wala rin ung finger holder. Sobrang tagal pa bago madeliver. Excited pa naman ako buksan. So disappointed...",0,0
Item different from picture Item different from picture Item different from picture Item different from picture Item different from picture Item different from picture,0,0
Napakaliit nmn nito lol... ,0,0
PUMP NOT WORKING â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸,0,0
Mas bet ko pa din talaga ang pencil kaysa gel for my brows.,0,0
Wala man Lang update na may dadating na product I already cancelled the item yet you deliver parin this is not funny ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤,0,0
Subrang liit sa personal,0,0
kulang ang items wag na wag na kayo oorder dito sa shop na toðŸ˜¤ðŸ‘ŽðŸ‘ŽðŸ‘Ž,0,0
Delivery takes 1 month! ??,0,0
ordered 2 item. The other 1 is reject,0,0
I can't receive products..,1,0
Didn't received anything!,0,0
Super liit,2,0
Kulang kulang. ,0,0
JUSQOOOOO KAYA PALA GANUN DISCOUNTED KASI MALIIT LANG PRODUCT NA IBIBIGAY. SOBRANG NAKAKA DISAPPOINTED. ANG UTAK DIN,0,0
"The Eyebrow gel I ordered shade Dark Grey is half the bottle already when I pumped the first drop of product. Whilst the Dark brown shade only needed 2 pumps for the first drop of product to come out. The post also said, I'll receive sponge for each Eyebrow gel, and I only received one.",0,0
"the bottle is small but i can't use them since there's something wrong the fluid can't go through its container u don't know i just throw it away anyways since waste of time and we don't even know how to open it anymore , there is no seal or lock that we can twist saying so we have take care of itÂ ",0,0
"I read reviews in their ratings and there are people who said they receive less freebies as they expected, so when I ordered I chatted them about that and they said I will get a freebie for each order I placed so I expected to have 3 sponges as seen on the screenshot I provided but they sent only 2",0,0
"Took some time for this to deliver as it came from overseas (China). Not quite sure if I made the right decision to purchase because upon trying, it appears to be more pigmented than I expected and I definately had a hard time putting it on and it was a little messy? ",0,0
Mahirap gamitin. Diko sya nagustuhan. ????,1,0
Kulang ng applicator may kalawang pa yung lagayan ng product. Pno ko gagamitin kung wala yung pinakapang shape na applicator? ,0,0
Bakit hindi po puno yung lalagyan??????? nakakainis excited pa naman ako tsaka akala ko malaki din. hays 2 star kasi maliit din,0,0
Hindi nman sya waterproof at ung Light Brown pag apply mona sa kilay mo eh blonde na ang color nya hindi tulad nung nasa picture yung kulay,0,0
"Received ko na Ang tagal tagal dumating ..........,.!!!!!!!Â¡!!! Sana Naman may mga response Kayo sa mga message .!!!!",0,0
"It took over a month for the item to arrive. I have intended to cancel it but the system doesn't support such complaints. Now that I no longer need the item, it arrived. This has been a waste of time and energy. ",0,0
"Just opened my package, Ordered two shades, one is used already, it has less contents than the one on the right. I feel cheated.",0,0
Poor quality. Does not dry quickly. Doesnt have good color pay off. Shipping took longer than expected. Well-packaged. ,0,0
"I received it much like what i ordered for, i tried it right away. Idk if my skin was just oily but the product didnt last long, is not smudge proof nor waterproof. ",2,0
I received pressed powder instead of a blusher. Almost okay but the pressed powder is almost yellow. ðŸ˜•,0,0
Walang kwento mahigit 1 month bago nakuha wala din yung sponge na free bwiset. ,0,0
"i dont recommend it for being too HARSH on skin. It leaves uneven stains on the skin of the eyebrow that are way too hard to remove even on using an oil-based makeup remover. But, i'll give a point for the packaging and early delivery. ",0,0
"Too bad when i press to try it it's not working so, i have to find a way to open the bottle everytime i use.",0,0
Yung nasa bundle dalawang brush pero pag open ko iisang brush Lang and may pangshape ng brows,0,0
2â­ kase pngit ung kulay..di xa brown tlga. tan.xa ðŸ˜”,0,0
kala ko malaki ang hirap ipump hehe,0,0
Poor qualityÂ  Will not order again,0,0
"i thought it was a waterproof but when i used it .. it is not , next time paki ayos naman ng description para hindi kami mag expect.",0,0
Haha ang liit lng pla nya sa personal tas sobrang tagal dumating.. ,0,0
"Super liit lang nang item, para lang syang tumb mo. And malabnoy po Yung ink nyan",2,0
Recieved wrong item contacted the seller and they told me they'll send me the right item when I order again. Didn't bother returning the wrong item because of the hassle it'll cause me. Hoping to receive the right item next time.,0,0
"I ordered 6 items but only 1 item delivered. Im so disappointed, my return/refund product got cancelled. Please do your job properly, I keep on messaging the seller, but no process. ðŸ˜¡ðŸ˜¡ðŸ˜¡",0,0
wrong item yung dumating jusko. kelan pa naging pangkilay yung curler ng lashes? ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬,0,0
Pansinin nyo ung hawak ko at ung actual na pic scam lang eh mukang madaming laman pero hindi naman pala sobrang konte.wag na kayong bibili ulit.nakita ko lang to sa TikTok sabe dun tinted sya perp hindi naman na bubura din naman same lang din sa iba.,0,0
It should be buy 1 take 3 but its not true false advertisement is not good,0,0
SELLER BAKIT NAMAN KAYLANGAN PA ISULAT SA LABAS KUNG ANO INORDER KO?? HINDI NAMAN AKO ANG MAG RERECEIVE EH. NALAMAN PA TULOY KUNG ANO INODER KO JUSQ . WALANG PRIVACY??,0,0
"I order this 10.01.2021 pero dumating 10.06.2021 napakatagal tapos nong dumating nakaka disappoint . I though waterproof? Bat nabubura agad? I tested It I let it set for 30 mins bago i test pero bakit nabubura? Dipa siya smudge proof. Pati courier napaka rude, Nag iinit dugo ko.",0,0
Makapal yung free brush. Madaling mabura lalo na kung oily face ka ??,0,0
"Sabi smudge proof. Heheheh charot lang siya. Parang pentel pen humahawa, wag pauto. Yun lang.",0,0
I'm very disappointed ??????,0,0
Disappointed â˜¹ï¸ Hindi pala .. sayang pera,0,0
Naka lagay b1 get 3 pero isa lang dumating tssssk scam kaya ako omorder kase sale tapos nd nmn pala,0,0
Ewan ko sa inyoðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤,0,0
not satisfied!!! dapat kung ano color yung inorder yun din ang ibigay nyo...nakakasira ng moodðŸ¤¬,0,0
Parang walang laman bakit po ganun…,0,0
Hindi siya original kung ako sa into bumili kayo ng mga original sa watsons,0,0
Nabubura ????,0,0
sabi eyebrow soap set pero ang andun lang ISANG blade ba omg kilay at ISANG napakaliit masyadong eyebrow geltint ..... napaka disappointed ... walang KWENTANG add on ang nagawa ko.... walang ka kwenta kwenta sobra........,0,0
"I received completely different items from my order. Yes, I ordered a brow gel but received a different shade. It didn't match my hair color, it was uncomf'table seeing it. They promised to send the missing item if I place an order, so I did. But they didn't bother to send the right shade of browgel",0,0
I ordered the eyebrow gel and look what they give to me ! Foundations and other things like oil control this is not what i ordered ! The delivery it took 2 weeks for me to recieve the product ! And this is what they give to me ! I PAY MY BILL EXACTLY AND THEY GIVE ME THE WRONG PRODUCT IT'S NOT FAIR,0,0
"Sana sinabi nyo na ""SET"" hindi buy 1 Get 1 , sobra excited ako akala ko apat darating sa 2 orders ko yun pala dalawa lang at hindi buy1 get tsk tsk sa mga oorder palang paalala hindi ito buy1 get1Â ",0,0
I got the parcel 13 days after ordering the item. I tried to ask the seller to change the shade since I'd like to have dark brown and brunette but what I've received light brown and brunette . I tried to cancel the order but the seller didn't approve it. I hope that the seller must be considerate. ,0,0
"Didn't receive the item. Seller said that they will send it on my second order but according to them they weren't able to send it. Stop making excuses, I cancelled the refund because you told me that you'll send it but you didn't. ",0,0
Mali yung kulay na naibigay sakin. Pero tama naman yung # ng kahon (No.1 light brown) kase naka order na ako ng light brown kaya alam kong iba ang kulay. Kulay blonde ata yung nakuha ko. How saaaaaaad,0,0
Ganyan lang po nakabalot ndi maayos magpack sila ndi man lang nilagay sa carton.. ??,0,0
Nakakadisappoint yung brow gel. Full sya pagdating. Naka ilang pump ako tapos ganyan na itsura nung may lumabas. Huhu bitin siz. Scam ba ituh!Nakakadisappoint yung brow gel. Full sya pagdating. Naka ilang pump ako tapos ganyan na itsura nung may lumabas. Huhu bitin siz. Scam ba ituh!,0,0
Ayaw mag work ng pump. Can not get the product the pump is not working. The other one is working but this one doesn't.,0,0
Ang konti ng laman. 6ml nakalagay pero parang 2ml lng laman so ang mahal tuloy nya. Blendable and nice shade naman pero hindi sya smudge-proof. Hindi convenient na nakalagay sya sa pump bottle especially sobrang konti lng laman. It would be more convenient kung sa spout pouch na lng nakalagay.,0,0
im so disappointed because the content was already half. i was excited to receive this because my friend recommend it and this happen to me,0,0
Pang 2nd order ko na dito ok naman ung 1st ung 2nd order q cira agad ung inorder qn eyeshadow. So disappointing excited p nmn aq gamitin.,0,0
"Ok nman.,I was just shock kasi pipicturan ba tLaga ako wt my package..,Sabi ng delivery man Oo daw so wlang ka-abog abog pinicturan nya ako wt this.",1,0
I had a stay after using this. Obviously not hygienic. I throw it away the next day. I'll never buy from sace lady ever again,0,0
Hindi pa nabubuksan pero kita naman na halos wala ng laman.Â ,0,0
Its a scam I pay using Shoppe pay but I dont recieve anything seller is responsive but the order didnt come,0,0
"It says that buy 1 gift 1 sace lady waterproof gel brow thats why i order but when i received the item i only received 1. Nextime, do not mention buy 1 gift 1 or biy 1 get 1!",0,0
I did not receive this item instead they gave me the wrong one and the gift only... Sana may zero star nlang..SCAM yata tong seller na to,0,0
",kulang ng isang brush un bngay. Kla q ba buy 1 get 1 brush, ",0,0
AKALA KO MARAMING LAMAN YUN PALA HINDI SOBRANG UNTI WALA PA SA KALAHATI YUNG LAMAN NYA ðŸ˜ª,0,0
Okay sa picture sa personal hindi ang liliit ng make up tools anu to pang bata jusko nakakadismaya naman kakarating lang ngayon parang gusto kung ibalik. Pati yung tinted brow gel hindi ko trip.. susubukan ko yung browgel baka palpak . Hay naku.,0,0
"The item is not working, walang lumalabas na eyebrow gel when u pump it sayang pera ko hays",0,0
Epic too lit ahaha i thought mejo bigger,1,0
Wala namang kwenta okay na sana kaso hnd nmn nagddispense ung item kabwcet lng.. aayang paghhintay ko,1,0
mine came with no pumpðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,2,0
The item did not come with the brush just like what was promised. So hard to use!,0,0
Misleading title. Poor quality too. Not buy one get one,0,0
My order's not complete. Please deliver it immediately. Thank you. ,0,0
Di siya parehas dun sa pic ang liit nung tinted ,0,0
deffective item hndi lumalabas yung laman kapag pinapump and pangit yung quality.,0,0
super tagal inabot ng 123456789 years,0,0
Wrong items poor service,0,0
Check first the item .,0,0
Super light brown ðŸ˜­,0,0
WHAT A SCAM ðŸ˜¤,0,0
Its not waterproof and not 16h its fake,0,0
scamðŸ˜¡,invalid,0
Wrong item!!!ðŸ˜¡,0,0
This is lighter than I expected. Not good on me.,0,0
I ordered 3pcs and received only 1 pc,0,0
Sayang naghintay aq ng matagal tapos wala nmn laman dissappointed,0,0
Panget sobrang liit lang pala neto mali pa tapos nakalagay may free na poam pero wala naman very dissapointed ,0,0
Light brown ang order KO bakit dark brown ang dumating kainis,0,0
Ok sana kaso kulang yung box napinadala. Yung mask 8 pcs pero yung box 4 lang,1,0
ok naman nakaplastic labo nga lang ung mga mask di katulad nung iba na nakapack and sealed.. sana legit.. qng anu binayaran un iexpect. Thanks,1,0
Ok lang what do you expect sa 29 pesos per box na facemask. Hklfgxjflvkvjdhzjclbkfhzufkcjsydifkfjdjfififjfjfjfkfkffk,1,0
"Oks na din, manipis nga lng din sya . Pero ung karton na kasama nya eh tupi tupi na may punit pero inayos ko na lng din pra may pag lagyan ung face mask.",1,0
"Okay naman , matagal lang maship. Okay yung blue mask pero yung itim super nipis. Okay naman , matagal lang maship. Okay yung blue mask pero yung itim super nipis. Okay naman , matagal lang maship. Okay yung blue mask pero yung itim super nipis.",1,0
OK nmn un items medyo manipis kya siguro mura lng xa dpa maayos un item nun naideliver sira un box nya buti nlng kami ang gagamit pero kung ibebenta d sya mabibili,1,0
"Okay naman, kaso mukang hindi ito 50 pcs???? Hehehe mas mahal rin compared sa mga nabibilhan ko before................",1,0
Okay nman siya. Walang damage tsaka mabilis dumating kaso manipis. Yung unang mask sa vid ay yung mask na nabili ko dito at yung pangalawang mask ay yung nabili namin sa ibang store.,1,0
Ok nmn sana ung mga mask kaso nga lng kc ung mga plastic nya hnd maayos ung pagkakaseal kc may mga butas sya bukas lahat ung apat.. halos ung iba malaki ung butas isa lng ung maliit.. dapat sa ganyan sinisiguradong seale sya ng maayos kc surgical mask yan hnd dapat nakokontaminate for protection..,1,0
Ok nmn uung items tagal la g dulating 8days Kung Hindi ako mag msg Hindi nila p ideliver,1,0
Okay naman. Okay naman. Okay naman. Okay naman. Okay naman. Okay naman. Okay naman. Okay naman. Okay naman. Okay naman.,1,0
Okay naman mga facemask nakabubble wrap din kaso yung mga box puro lukot at may punit. 8 ako nagorder 12 dumating........,1,0
"Okay quality. Gaya labg nang nabibili sa palengke. I chose to buy here kasi mas mura pero sobra tagal,bago mareceive.",1,0
Ok naman medyo lukot lang ang box. Sana nextime hind lukot para maibenta din sya.. peru ok na dn sa murang halaga my mask kana,1,0
Okay namaan siya but antagal ng shipping and ibaa iba ung pagka blue niya. Kabaycekdoebehebsksneowiagwnelepenshskslshsvsjdmdjfbdhdndndnfjfbfnfkfirbrjdmfofbfbfbfnfmtkrhegsbhf issed j,1,0
Ok nman Sana Kaso yupi Yung karton pati na rin Yung mga mask medyo lukot................. ,1,0
Ok naman sakto lang sa presyo. D sya yung 3ply na mask. 1st tym ko maka receive ng wrong color na item grabe d ako maka move on hahahaha 1st time ko ma disappoint basta nakakainis yung wrong color at d nag rerespond na seller yun pala mali ippadala nakkainis basta baket ba?????!!! Katamad i rate!!!!,1,0
"Okay naman siyaaaaaa. Kaso di nakasealed yung masks, open na plastic lang. Kaya di mo din masure kung gaano kalegit yung masks. Pero mas mura sa dito, dame ko naorder. Would probably order again. Thanks po.",2,0
"Okay naman siyaaaaaa. Kaso di nakasealed yung masks, open na plastic lang. Kaya di mo din masure kung gaano kalegit yung masks. Pero mas mura sa dito, dame ko naorder. Would probably order again. Thanks po.",2,0
"Okay naman siyaaaaaa. Kaso di nakasealed yung masks, open na plastic lang. Kaya di mo din masure kung gaano kalegit yung masks. Pero mas mura sa dito, dame ko naorder. Would probably order again. Thanks po.",2,0
